sample_location,sample_date,Fe2O3_percent,Fe_percent,SiO2_percent,SO3_percent,Na2O_percent,CaO_percent,MnO_percent,Al2O3_percent,Cl_percent,MgO_percent,Cr2O3_percent,Co2O3_percent,corrosion_severity,corrosion_implication
Mbeya,04/03/2023,51.37,35.93,31.32,0.07,0.93,7.05,0.59,2.43,0.15,0.94,1.73,0.34,Low,Minimal corrosion activity
Shinyanga,02/02/2025,92.13,64.44,5.32,1.95,0.05,0.2,0.1,0.5,0.79,0.1,0.05,0.05,Severe,Critical stress corrosion cracking
Kagera,18/10/2020,75.89,53.08,8.47,1.94,0.85,2.83,0.63,2.38,1.02,1.24,1.8,0.22,Severe,Critical stress corrosion cracking
Rukwa,14/08/2022,87.88,61.47,8.97,0.88,0.05,0.49,0.11,0.73,0.44,0.13,0.08,0.25,Severe,Deep penetration corrosion
Mbeya,19/12/2022,69.29,48.46,25.54,0.41,0.28,1.36,0.21,0.94,0.68,0.11,0.33,0.46,Moderate,Erosive wear from particulate ingress
Tabora,21/03/2022,78.21,54.7,5.75,3.51,0.26,3.07,0.55,1.64,0.89,1.63,0.14,0.27,Severe,Metal loss in carbon steel
Arusha,07/10/2024,43.38,30.34,43.91,0.1,0.56,3.96,0.44,3.77,0.36,1.38,1.12,0.64,Low,Minimal corrosion activity
Songosongo,15/04/2021,72.81,50.93,17.26,0.6,0.9,0.9,1.02,3.43,0.22,0.65,0.45,0.63,Moderate,Erosive wear from particulate ingress
Ruvuma,09/07/2022,83.71,58.55,9.23,2.2,0.18,0.34,0.72,1.12,1.4,0.26,0.42,0.16,Severe,Critical stress corrosion cracking
Dar es Salaam,02/09/2021,86.92,60.8,2.89,4.11,0.16,0.13,0.19,1.79,0.86,1.23,1.0,0.15,Severe,Rapid corrosion propagation
Arusha,24/12/2022,72.32,50.58,21.3,1.35,0.33,0.42,0.48,1.58,0.49,0.21,0.24,0.27,Moderate,Moderate pitting observed
Shinyanga,05/08/2021,55.62,38.9,22.97,0.27,0.2,4.72,0.07,7.2,0.43,1.89,1.56,0.79,Moderate,General surface corrosion
Rukwa,19/10/2020,70.7,49.45,19.0,0.55,0.47,1.16,1.28,0.85,0.71,1.67,1.86,0.08,Moderate,Uniform corrosion with scaling
Mbeya,01/09/2020,71.31,49.87,22.5,0.53,0.53,0.39,1.72,0.4,0.26,0.68,0.34,0.48,Moderate,Uniform corrosion with scaling
Kilifi,10/11/2021,76.75,53.68,23.69,1.52,0.05,0.2,0.1,0.5,0.18,0.1,0.05,0.05,Moderate,Uniform corrosion with scaling
Bukoba,13/06/2023,65.74,45.98,16.12,1.86,1.42,1.68,0.43,2.8,0.33,2.59,1.72,0.67,Moderate,Moderate crevice corrosion
Shinyanga,28/03/2023,46.91,32.81,42.71,0.11,0.57,1.33,1.31,1.77,0.19,0.65,1.6,0.67,Low,Protective oxide layer formation
Songosongo,03/12/2024,68.82,48.14,18.47,1.16,0.14,2.31,2.86,1.24,0.43,1.62,0.06,0.75,Moderate,Moderate pitting observed
Madimba,24/05/2021,67.37,47.12,17.04,1.58,0.3,2.82,0.38,5.26,0.46,0.36,1.54,0.24,Moderate,Moderate crevice corrosion
Kilifi,03/04/2025,44.03,30.79,33.05,0.78,1.45,5.78,1.95,5.48,0.28,1.61,0.9,0.2,Very Low,Negligible corrosion detected
Dodoma,30/05/2023,47.4,33.15,44.25,0.71,0.28,0.7,0.2,1.36,0.18,1.63,1.21,0.55,Very Low,Optimal material performance
Kilifi,06/07/2024,75.16,52.57,16.56,0.94,0.31,0.44,0.09,2.32,0.73,0.23,1.88,0.45,Moderate,Moderate crevice corrosion
Njombe,20/01/2023,75.44,52.76,17.04,0.96,0.07,1.61,0.47,2.01,0.76,0.56,0.37,0.7,Moderate,General surface corrosion
Bukoba,11/08/2025,62.84,43.95,38.02,0.86,0.05,0.2,0.1,0.5,0.22,0.1,0.05,0.05,Low,Slight discoloration only
Rukwa,15/07/2025,67.81,47.43,17.03,1.6,1.55,4.03,0.63,2.64,0.21,0.61,1.91,0.79,Moderate,General surface corrosion
Kigoma,28/11/2024,78.76,55.09,4.74,1.58,0.92,3.46,1.54,5.43,0.75,0.36,1.22,0.14,Severe,Deep penetration corrosion
Dodoma,25/11/2020,80.44,56.26,8.23,1.1,0.68,1.42,2.81,0.62,1.12,1.19,0.31,0.07,Severe,Significant wall thinning
Morogoro,12/06/2020,64.11,44.84,31.23,0.95,0.27,1.03,0.16,0.98,0.08,0.37,0.38,0.44,Low,Minimal corrosion activity
Pwani,04/11/2024,88.94,62.21,1.15,4.48,0.06,0.58,0.33,0.74,0.79,0.87,0.91,0.56,Severe,Severe localized attack
Pemba,13/08/2023,35.11,24.56,38.58,0.76,1.09,7.72,1.77,8.63,0.36,2.58,1.79,0.02,Low,Slight discoloration only
Mtwara,22/10/2022,84.47,59.08,2.4,3.75,0.02,1.15,0.35,1.15,0.84,1.92,0.63,0.15,High,Severe intergranular attack
Zanzibar,15/04/2020,74.13,51.84,23.8,0.98,0.02,0.15,0.07,0.32,0.23,0.11,0.08,0.11,Moderate,Uniform corrosion with scaling
Iringa,09/01/2021,62.12,43.45,16.89,0.66,1.12,4.67,2.41,5.76,0.73,0.77,0.93,0.63,Moderate,Erosive wear from particulate ingress
Bukoba,26/07/2022,69.79,48.81,18.43,1.78,0.42,1.39,1.7,2.17,0.19,1.74,0.68,0.53,Moderate,Selective corrosion activity
Lindi,25/03/2020,61.87,43.28,41.12,0.05,0.05,0.2,0.1,0.5,0.13,0.1,0.05,0.05,Low,Minimal corrosion activity
Kagera,08/01/2023,77.78,54.4,10.77,2.95,0.19,2.13,0.93,2.34,0.92,0.82,0.13,0.05,Severe,Severe localized attack
Iringa,13/06/2020,49.65,34.73,36.33,0.23,0.15,4.75,0.42,2.48,0.32,0.72,0.43,0.2,Low,Minor surface oxidation
Musoma,18/12/2021,76.56,53.55,6.86,2.38,0.57,2.92,1.86,5.11,1.39,0.94,0.6,0.07,High,Aggressive pitting corrosion
Lindi,11/04/2025,69.87,48.87,16.37,0.77,1.07,0.23,2.32,4.67,0.53,1.54,1.47,0.61,Moderate,Moderate pitting observed
Singida,26/10/2025,74.38,52.02,16.56,0.59,0.17,0.13,0.74,1.35,0.77,0.35,0.16,0.48,Moderate,Moderate crevice corrosion
Njombe,16/12/2024,56.62,39.6,28.49,1.1,0.18,5.24,1.82,2.86,0.26,1.33,0.98,0.22,Low,Minor surface oxidation
Kagera,13/02/2023,48.55,33.96,40.87,0.28,0.64,1.42,2.08,3.37,0.22,1.01,0.49,0.38,Low,Minor surface oxidation
Njombe,13/01/2022,92.61,64.77,4.57,4.37,0.05,0.2,0.1,0.5,1.28,0.1,0.05,0.05,Severe,Significant wall thinning
Mtwara,20/11/2024,57.02,39.88,23.8,1.17,1.3,5.44,0.88,3.42,0.12,0.16,1.91,0.32,Low,Protective oxide layer formation
Dodoma,07/07/2025,77.28,54.05,23.51,1.42,0.05,0.2,0.1,0.5,0.52,0.1,0.05,0.05,Moderate,General surface corrosion
Shinyanga,08/01/2021,88.78,62.09,8.69,4.11,0.05,0.2,0.1,0.5,1.21,0.1,0.05,0.05,High,Severe corrosion (oxidation and MIC)
Tanga,09/04/2025,55.67,38.94,39.96,0.98,0.02,1.05,0.5,0.73,0.27,0.11,0.41,0.23,Low,Acceptable corrosion rates
Tabora,26/11/2023,82.78,57.89,1.88,1.24,0.56,2.97,2.12,1.58,0.57,2.71,1.04,0.42,Severe,Significant wall thinning
Pemba,30/07/2024,66.91,46.8,12.03,0.12,2.95,5.67,0.65,1.11,0.21,2.69,1.95,0.75,Moderate,Moderate pitting observed
Mwanza,27/09/2023,45.39,31.75,39.77,0.22,0.07,2.08,2.22,4.9,0.36,0.29,1.51,0.35,Low,Minimal corrosion activity
Mwanza,08/08/2023,76.95,53.82,6.28,3.97,0.11,3.53,0.53,3.81,1.31,1.38,0.11,0.35,High,Critical structural degradation
Kagera,04/03/2021,84.47,59.08,9.03,3.87,0.09,0.13,0.4,0.78,0.63,0.15,0.12,0.15,Severe,Metal loss in carbon steel
Mbeya,20/10/2021,59.44,41.57,14.99,0.49,1.55,4.59,2.68,7.92,0.47,1.95,1.34,0.37,Moderate,Moderate pitting observed
Shinyanga,12/09/2023,61.25,42.84,13.51,0.77,1.98,2.46,2.64,9.46,0.43,2.55,1.58,0.53,Moderate,Selective corrosion activity
Mtwara,13/08/2024,76.51,53.51,11.88,2.51,0.3,1.9,1.03,3.03,1.25,0.56,0.33,0.7,Severe,Critical stress corrosion cracking
Musoma,22/07/2025,91.88,64.26,4.35,3.29,-0.04,0.04,0.03,0.04,0.44,0.08,-0.06,0.01,Severe,Rapid corrosion propagation
Mwanza,26/03/2023,67.76,47.39,21.77,1.62,0.65,2.03,1.28,2.22,0.3,0.79,0.2,0.76,Moderate,Selective corrosion activity
Songosongo,28/06/2024,70.45,49.28,18.09,0.29,1.59,0.25,1.6,3.06,0.65,0.29,1.8,0.03,Moderate,Moderate crevice corrosion
Dar es Salaam,30/05/2020,88.1,61.62,4.55,2.06,0.42,1.64,0.35,0.51,0.87,0.37,0.34,0.44,Severe,Rapid corrosion propagation
Kilifi,05/02/2025,92.73,64.86,6.21,1.43,0.05,0.2,0.1,0.5,1.47,0.1,0.05,0.05,High,Aggressive pitting corrosion
Arusha,26/12/2020,63.55,44.45,13.83,0.47,0.07,7.19,2.33,6.7,0.63,0.59,1.97,0.28,Moderate,Erosive wear from particulate ingress
Mtwara,12/07/2023,75.84,53.04,15.44,1.21,0.33,0.27,1.32,2.7,0.73,0.45,0.94,0.77,Moderate,Moderate pitting observed
Musoma,30/10/2022,59.8,41.83,23.91,0.9,0.54,2.18,2.31,4.47,0.08,1.19,0.91,0.6,Low,Slight discoloration only
Rukwa,17/08/2023,76.0,53.15,1.36,2.74,1.49,2.28,2.8,6.76,0.92,1.84,1.52,0.09,High,Critical structural degradation
Morogoro,19/04/2021,49.46,34.59,41.42,0.29,0.51,2.23,0.41,1.34,0.16,0.6,0.71,0.42,Low,Light surface scaling
Dar es Salaam,13/07/2024,68.03,47.58,16.92,1.34,0.59,3.97,0.58,4.17,0.23,0.83,1.07,0.53,Moderate,Selective corrosion activity
Iringa,08/10/2025,53.86,37.67,30.64,0.08,1.29,0.99,2.96,2.89,0.34,2.68,0.83,0.16,Very Low,No significant deterioration
Mtwara,05/01/2020,85.65,59.9,4.76,3.95,0.25,0.82,0.16,1.92,0.77,0.25,0.05,0.38,High,Critical structural degradation
Pemba,07/03/2025,72.92,51.0,27.72,0.77,0.05,0.2,0.1,0.5,0.27,0.1,0.05,0.05,Moderate,Selective corrosion activity
Musoma,19/08/2024,57.06,39.91,27.92,1.49,0.91,2.44,2.49,2.99,0.68,1.85,0.52,0.79,Moderate,Moderate crevice corrosion
Mtwara,10/08/2020,52.09,36.43,32.47,0.84,1.67,2.46,2.34,1.66,0.36,1.53,0.7,0.3,Low,Light surface scaling
Mtwara,07/02/2022,84.29,58.95,4.66,2.71,0.14,0.42,1.8,2.11,0.7,1.05,0.88,0.49,Severe,Severe localized attack
Arusha,24/10/2025,49.6,34.69,32.75,0.99,1.7,2.44,2.11,3.73,0.13,1.48,1.36,0.55,Low,Slight discoloration only
Mtwara,21/01/2024,62.3,43.57,21.39,1.16,2.0,2.99,0.1,4.17,0.11,0.28,1.74,0.29,Low,Protective oxide layer formation
Ruvuma,03/08/2025,86.87,60.76,5.7,3.78,0.37,0.6,0.42,0.71,0.52,0.15,0.13,0.17,Severe,Severe localized attack
Mwanza,15/12/2024,67.36,47.11,24.35,0.94,0.63,1.87,0.08,1.79,0.49,0.76,0.03,0.33,Moderate,Erosive wear from particulate ingress
Mbeya,30/07/2020,82.06,57.4,11.8,2.5,0.12,1.16,0.53,0.36,0.62,0.24,0.31,0.31,High,Severe corrosion (oxidation and MIC)
Tabora,13/04/2022,54.22,37.92,39.85,1.16,0.6,0.23,0.84,0.5,0.38,0.4,0.74,0.78,Low,Slight discoloration only
Lindi,29/12/2022,56.93,39.82,27.84,0.95,0.92,2.15,2.51,3.42,0.4,1.72,0.38,0.38,Low,Minimal corrosion activity
Kigoma,20/06/2021,85.08,59.51,7.47,3.33,0.23,0.69,0.12,0.53,1.33,0.43,0.03,0.54,Severe,Significant wall thinning
Pemba,25/03/2023,72.01,50.36,18.27,1.25,0.55,1.08,1.34,2.64,0.23,0.7,1.05,0.74,Moderate,Uniform corrosion with scaling
Morogoro,29/11/2024,66.76,46.7,26.97,0.6,0.45,1.07,0.23,0.53,0.45,0.73,0.45,0.07,Moderate,Moderate crevice corrosion
Tabora,08/06/2025,90.47,63.27,5.04,3.9,0.05,0.2,0.1,0.5,1.24,0.1,0.05,0.05,High,Critical structural degradation
Musoma,12/05/2021,73.03,51.08,21.46,0.73,0.14,1.12,0.39,1.51,0.62,0.24,0.35,0.41,Moderate,Uniform corrosion with scaling
Tabora,28/04/2020,56.73,39.68,36.03,0.93,0.43,1.12,0.28,2.26,0.35,0.43,0.57,0.15,Low,Slight discoloration only
Songosongo,07/09/2022,57.29,40.07,30.74,0.47,1.17,2.48,0.1,2.03,0.35,0.5,1.44,0.47,Very Low,Passive corrosion behavior
Cyclone,10/10/2021,62.81,43.93,24.09,1.12,0.48,5.27,1.28,0.42,0.27,0.18,0.16,0.32,Low,Slight discoloration only
Arusha,26/06/2023,65.51,45.82,21.49,0.86,0.72,2.85,1.94,1.63,0.47,0.15,0.12,0.16,Moderate,Erosive wear from particulate ingress
Tanga,26/02/2020,74.92,52.4,13.12,1.78,0.88,0.63,2.07,2.4,0.42,1.41,0.02,0.18,Moderate,General surface corrosion
Kigoma,29/07/2024,88.41,61.84,1.63,4.11,0.12,0.16,0.73,1.22,1.06,0.69,0.31,0.52,Severe,Rapid corrosion propagation
Mtwara,16/01/2021,74.73,52.27,16.27,0.75,0.03,0.17,1.41,2.74,0.79,0.23,0.48,0.22,Moderate,Uniform corrosion with scaling
Kagera,09/07/2022,89.21,62.4,8.83,4.43,0.05,0.2,0.1,0.5,0.86,0.1,0.05,0.05,Severe,Critical stress corrosion cracking
Singida,09/04/2021,57.61,40.3,25.61,1.44,1.24,3.35,2.06,1.47,0.77,0.82,0.52,0.27,Moderate,Uniform corrosion with scaling
Kigoma,05/03/2025,72.23,50.52,27.22,0.68,0.05,0.2,0.1,0.5,0.61,0.1,0.05,0.05,Moderate,Selective corrosion activity
Kilifi,26/04/2021,59.92,41.91,27.67,1.15,1.56,1.24,0.78,1.47,0.2,1.2,1.83,0.17,Moderate,Selective corrosion activity
Kilifi,22/09/2021,69.65,48.71,18.95,1.09,0.13,1.65,2.01,2.11,0.27,1.33,0.16,0.73,Moderate,Moderate pitting observed
Singida,03/08/2025,74.73,52.27,20.42,0.21,0.46,0.22,0.27,1.47,0.5,0.41,0.73,0.57,Moderate,Selective corrosion activity
Ruvuma,10/04/2023,75.12,52.54,2.62,0.98,1.43,6.1,0.6,6.86,0.78,1.76,0.93,0.09,High,Extensive uniform corrosion
Kigoma,15/09/2025,63.64,44.51,19.02,1.2,0.17,2.66,1.35,6.36,0.16,2.15,0.38,0.65,Moderate,Erosive wear from particulate ingress
Singida,24/01/2023,50.67,35.44,40.47,0.81,0.61,2.01,0.53,1.61,0.25,0.35,0.38,0.07,Low,Acceptable corrosion rates
Shinyanga,28/08/2024,49.33,34.5,38.31,0.44,1.32,1.95,1.93,2.44,0.18,0.84,1.83,0.68,Very Low,Passive corrosion behavior
Lindi,30/05/2025,83.98,58.74,9.16,2.78,0.13,0.69,0.46,1.07,1.17,0.16,0.17,0.23,High,Critical structural degradation
Kilifi,18/04/2025,73.07,51.11,15.5,1.81,0.31,3.69,0.75,1.6,0.56,0.35,0.93,0.07,Moderate,Moderate crevice corrosion
Ruvuma,25/09/2022,76.42,53.45,13.08,1.72,1.16,0.54,0.07,2.32,0.8,0.43,0.05,0.19,Moderate,Moderate crevice corrosion
Singida,13/02/2025,86.72,60.66,9.21,3.7,0.05,0.2,0.1,0.5,0.46,0.1,0.05,0.05,Severe,Deep penetration corrosion
Arusha,15/08/2021,79.54,55.63,8.09,2.85,0.43,1.38,0.14,3.5,0.59,1.48,0.85,0.42,Severe,Metal loss in carbon steel
Shinyanga,20/04/2024,75.66,52.92,6.17,1.79,1.74,2.29,0.85,4.58,0.48,0.11,1.67,0.32,Severe,Rapid corrosion propagation
Mbeya,19/02/2022,60.24,42.13,12.19,1.28,1.48,7.35,1.17,6.76,0.47,2.32,1.85,0.32,Moderate,Erosive wear from particulate ingress
Shinyanga,12/09/2025,75.4,52.74,14.18,0.19,0.01,0.13,2.23,3.43,0.2,0.82,0.81,0.16,Moderate,Erosive wear from particulate ingress
Singida,13/07/2021,70.63,49.4,12.65,1.03,1.02,3.62,2.12,5.14,0.58,0.42,0.55,0.02,Moderate,General surface corrosion
Lindi,12/10/2020,93.84,65.63,3.55,3.23,0.05,0.2,0.1,0.5,0.68,0.1,0.05,0.05,Severe,Critical stress corrosion cracking
Kagera,05/02/2023,75.65,52.91,25.22,0.38,0.05,0.2,0.1,0.5,0.34,0.1,0.05,0.05,Moderate,Moderate crevice corrosion
Mbeya,26/08/2024,93.41,65.33,5.02,2.38,0.05,0.2,0.1,0.5,1.28,0.1,0.05,0.05,Severe,Critical stress corrosion cracking
Mwanza,24/10/2023,70.74,49.48,14.45,1.28,0.34,5.41,0.66,1.25,0.7,1.65,0.64,0.25,Moderate,Moderate crevice corrosion
Morogoro,10/09/2025,86.14,60.25,4.38,4.07,0.19,0.3,0.45,1.36,1.16,0.47,0.3,0.55,Severe,Deep penetration corrosion
Mwanza,30/12/2022,53.38,37.33,33.26,1.12,1.24,4.93,0.77,0.61,0.26,1.43,1.07,0.58,Low,Slight discoloration only
Njombe,11/01/2020,65.76,45.99,19.01,0.69,0.31,1.36,2.97,3.34,0.38,1.35,0.96,0.69,Moderate,General surface corrosion
Ruvuma,04/03/2023,58.46,40.89,38.95,0.08,0.15,0.53,0.09,0.34,0.26,0.4,0.42,0.15,Very Low,Excellent corrosion resistance
Njombe,07/05/2023,59.87,41.87,23.56,1.27,0.95,4.21,0.22,4.84,0.62,0.81,1.0,0.16,Moderate,Erosive wear from particulate ingress
Kagera,28/06/2025,64.37,45.02,24.96,0.84,0.78,0.36,2.58,0.39,0.41,2.35,0.66,0.75,Moderate,Moderate pitting observed
Kigoma,31/08/2021,74.42,52.05,18.07,1.56,0.39,0.78,1.28,0.65,0.46,1.01,0.39,0.08,Moderate,Moderate pitting observed
Mwanza,03/01/2025,60.13,42.06,22.51,0.24,1.31,4.52,2.39,3.29,0.25,2.03,0.8,0.17,Very Low,Passive corrosion behavior
Mtwara,06/06/2025,61.69,43.15,25.49,0.35,1.07,1.88,2.9,1.19,0.64,1.43,0.54,0.18,Moderate,Moderate pitting observed
Musoma,14/11/2023,88.72,62.05,7.08,3.32,0.05,0.2,0.1,0.5,1.02,0.1,0.05,0.05,Severe,Rapid corrosion propagation
Arusha,23/09/2023,80.4,56.23,10.59,2.11,0.19,1.68,1.2,1.48,0.74,0.37,0.63,0.61,Severe,Significant wall thinning
Tanga,25/03/2024,84.26,58.94,7.7,2.0,0.52,0.25,0.5,1.69,1.36,0.47,0.51,0.33,Severe,Significant wall thinning
Zanzibar,08/02/2025,47.62,33.3,40.53,0.12,0.3,2.02,2.56,2.26,0.31,0.6,1.88,0.65,Very Low,Negligible corrosion detected
Dar es Salaam,11/08/2023,78.9,55.19,1.29,1.33,0.91,1.54,2.2,5.59,0.66,0.83,1.97,0.2,Severe,Severe localized attack
Madimba,11/02/2022,61.93,43.31,19.84,0.31,1.04,5.16,1.64,4.96,0.4,0.17,0.12,0.5,Moderate,Moderate pitting observed
Pemba,05/09/2022,59.55,41.65,26.58,1.66,0.93,2.95,2.55,1.62,0.68,0.63,0.03,0.01,Moderate,General surface corrosion
Musoma,17/04/2024,79.64,55.7,2.95,4.14,1.64,0.48,0.89,2.71,1.15,1.61,1.42,0.5,Severe,Deep penetration corrosion
Pwani,14/08/2022,76.69,53.64,25.68,0.29,0.05,0.2,0.1,0.5,0.15,0.1,0.05,0.05,Moderate,General surface corrosion
Musoma,09/08/2024,89.46,62.57,3.39,2.26,0.09,1.14,0.23,1.21,1.24,0.27,0.12,0.6,Severe,Rapid corrosion propagation
Ruvuma,27/06/2020,64.85,45.36,23.4,0.87,0.06,1.78,1.74,2.8,0.75,1.01,0.17,0.04,Moderate,General surface corrosion
Singida,27/07/2023,73.99,51.75,18.15,0.69,0.02,1.44,0.33,2.2,0.74,0.2,0.15,0.24,Moderate,Moderate crevice corrosion
Iringa,21/04/2025,77.06,53.9,19.34,1.62,0.17,0.17,0.12,0.61,0.28,0.18,0.04,0.11,Moderate,Uniform corrosion with scaling
Dar es Salaam,10/04/2024,68.99,48.25,17.96,1.46,0.08,3.64,0.15,3.22,0.59,0.39,1.74,0.64,Moderate,Selective corrosion activity
Pemba,30/04/2024,68.01,47.57,19.93,1.81,0.25,1.79,1.6,3.42,0.76,0.41,0.06,0.48,Moderate,Moderate pitting observed
Pemba,15/09/2021,90.47,63.28,5.89,1.35,0.05,0.17,0.36,0.55,0.59,0.13,0.22,0.21,Severe,Severe localized attack
Iringa,21/07/2025,44.78,31.32,44.6,0.11,1.16,2.57,0.24,1.27,0.26,1.99,1.58,0.28,Very Low,No significant deterioration
Songosongo,31/05/2020,62.22,43.52,24.0,0.44,0.05,1.7,1.56,3.68,0.28,2.29,1.01,0.68,Moderate,Moderate crevice corrosion
Njombe,01/06/2021,61.04,42.7,25.15,1.19,0.02,3.56,0.43,4.29,0.66,0.68,1.57,0.13,Moderate,Erosive wear from particulate ingress
Iringa,19/08/2025,92.55,64.73,4.01,2.41,0.05,0.2,0.1,0.5,1.05,0.1,0.05,0.05,Severe,Significant wall thinning
Bukoba,21/09/2023,57.41,40.16,31.08,0.91,0.3,2.77,2.24,0.53,0.24,1.15,1.34,0.3,Low,Protective oxide layer formation
Musoma,15/02/2021,66.21,46.31,23.5,0.82,0.65,3.94,0.94,0.32,0.72,1.02,0.53,0.67,Moderate,Moderate pitting observed
Shinyanga,08/12/2024,49.34,34.51,44.05,0.48,0.43,0.11,0.83,2.22,0.25,0.81,0.8,0.01,Low,Minimal corrosion activity
Dodoma,12/02/2021,64.6,45.18,32.71,0.26,0.06,0.66,0.26,0.71,0.4,0.13,0.02,0.19,Very Low,Passive corrosion behavior
Cyclone,24/11/2025,85.11,59.53,9.2,3.4,0.06,0.29,0.1,0.6,0.68,0.23,0.15,0.18,Severe,Critical stress corrosion cracking
Songosongo,14/02/2025,73.63,51.5,18.25,1.21,0.43,0.17,1.42,2.43,0.22,0.45,0.99,0.13,Moderate,Moderate crevice corrosion
Shinyanga,03/03/2020,72.58,50.77,20.41,1.54,0.32,1.43,0.6,1.56,0.56,0.25,0.2,0.03,Moderate,Moderate crevice corrosion
Zanzibar,13/08/2021,61.09,42.73,24.46,0.25,1.28,1.41,0.77,3.25,0.2,2.97,1.68,0.46,Moderate,Moderate crevice corrosion
Mbeya,06/08/2024,87.91,61.49,4.09,4.3,0.09,0.42,0.5,0.82,1.05,0.36,0.11,0.35,Severe,Metal loss in carbon steel
Njombe,24/09/2021,87.91,61.49,6.96,0.97,0.02,0.48,0.41,1.23,0.42,0.54,0.11,0.32,Severe,Significant wall thinning
Iringa,02/11/2020,38.52,26.94,40.29,1.2,2.09,2.16,0.93,7.38,0.36,0.78,1.36,0.2,Low,Slight discoloration only
Morogoro,07/04/2025,66.65,46.62,26.22,1.1,0.32,0.84,0.82,2.07,0.4,0.71,0.04,0.17,Moderate,General surface corrosion
Tabora,21/12/2022,64.93,45.41,27.12,1.32,0.26,0.57,1.62,1.32,0.22,1.12,0.1,0.63,Moderate,Moderate pitting observed
Dodoma,18/10/2023,63.16,44.17,27.61,1.79,0.25,0.85,1.05,1.7,0.51,0.64,0.11,0.21,Moderate,Moderate pitting observed
Dodoma,16/06/2024,46.68,32.65,34.43,0.73,0.57,6.18,1.45,3.2,0.19,2.82,1.3,0.05,Low,Light surface scaling
Kagera,24/11/2020,68.23,47.72,21.02,0.96,0.11,2.84,0.64,3.31,0.25,0.38,0.93,0.26,Moderate,General surface corrosion
Kagera,07/09/2023,88.42,61.84,7.15,3.19,0.02,0.19,0.11,0.31,0.45,0.08,0.01,0.06,High,Critical structural degradation
Njombe,25/12/2025,90.57,63.35,3.49,3.65,0.03,0.11,0.15,0.33,1.47,0.1,0.03,0.08,Severe,Rapid corrosion propagation
Zanzibar,05/04/2024,45.68,31.95,43.52,0.06,0.05,0.37,2.11,3.87,0.1,0.34,1.44,0.23,Low,Minor surface oxidation
Madimba,21/07/2023,86.1,60.22,11.25,1.2,0.01,0.13,0.06,0.24,0.9,0.08,0.01,0.01,Severe,Metal loss in carbon steel
Pemba,21/06/2025,55.47,38.79,19.03,1.47,2.09,4.45,0.6,8.66,0.66,2.37,1.16,0.55,Moderate,Uniform corrosion with scaling
Cyclone,27/05/2020,63.78,44.61,26.84,1.5,0.17,0.51,0.42,2.38,0.56,0.9,1.13,0.24,Moderate,Erosive wear from particulate ingress
Mtwara,07/10/2020,91.16,63.76,2.99,2.52,0.08,0.45,0.06,0.88,1.11,0.1,0.08,0.56,Severe,Severe localized attack
Shinyanga,19/08/2022,80.17,56.07,3.6,2.0,0.49,3.35,1.15,2.73,1.4,1.45,0.69,0.51,Severe,Metal loss in carbon steel
Morogoro,23/03/2023,71.77,50.2,21.51,0.56,0.06,1.65,0.56,2.01,0.72,0.45,0.09,0.02,Moderate,General surface corrosion
Musoma,20/07/2022,82.0,57.35,5.22,2.81,0.39,2.54,1.25,2.88,0.4,0.47,0.45,0.02,Severe,Deep penetration corrosion
Pemba,05/01/2021,57.85,40.46,24.09,0.25,0.86,2.85,2.95,6.79,0.16,0.21,0.71,0.68,Moderate,Moderate pitting observed
Mtwara,12/11/2024,64.5,45.11,19.35,1.02,0.49,6.57,1.71,0.55,0.78,1.78,0.89,0.7,Moderate,Moderate pitting observed
Songosongo,07/02/2021,79.77,55.8,6.46,1.54,0.52,3.05,1.77,1.6,1.39,1.4,0.61,0.77,Severe,Critical stress corrosion cracking
Mbeya,15/02/2021,71.76,50.19,22.72,0.76,0.12,1.38,0.53,0.66,0.32,0.55,0.44,0.36,Moderate,Moderate pitting observed
Songosongo,22/12/2024,61.69,43.15,24.89,1.46,0.7,3.35,1.87,1.61,0.32,1.38,0.65,0.32,Moderate,Moderate pitting observed
Zanzibar,12/11/2021,56.4,39.44,44.69,0.1,0.05,0.2,0.1,0.5,0.29,0.1,0.05,0.05,Low,Acceptable corrosion rates
Mtwara,11/05/2023,79.75,55.78,7.24,2.07,0.44,3.48,0.4,1.73,0.71,0.24,0.85,0.44,Severe,Metal loss in carbon steel
Iringa,28/04/2020,73.17,51.17,18.91,0.17,0.13,2.58,0.59,2.01,0.4,0.86,0.03,0.14,Moderate,Moderate crevice corrosion
Arusha,07/07/2020,67.58,47.27,26.79,1.01,0.24,0.4,1.0,0.44,0.62,0.74,0.4,0.51,Moderate,Moderate crevice corrosion
Musoma,21/08/2023,70.64,49.41,27.38,0.31,0.06,0.17,0.07,0.37,0.64,0.13,0.09,0.14,Moderate,General surface corrosion
Morogoro,17/08/2020,73.72,51.56,19.21,0.15,0.03,1.59,0.68,1.51,0.64,0.99,0.44,0.08,Moderate,Moderate crevice corrosion
Songosongo,16/04/2023,40.32,28.2,44.02,0.2,0.9,4.15,1.62,2.23,0.38,2.33,0.01,0.61,Low,Acceptable corrosion rates
Kilifi,08/01/2024,85.19,59.59,10.99,4.14,0.05,0.2,0.1,0.5,0.98,0.1,0.05,0.05,Severe,Metal loss in carbon steel
Lindi,15/03/2024,77.92,54.5,17.19,0.67,0.19,0.96,0.11,1.45,0.27,0.57,0.35,0.05,Moderate,Uniform corrosion with scaling
